scaffold,start,end,mid,sites,sitesUsed,D,fd,fdM
chr5,33080001,33100000,33090216,18522,97,-0.0529,nan,-0.0368
chr5,33100001,33120000,33110605,16240,66,0.1228,0.163,0.1339
chr5,33120001,33140000,33129794,16590,107,-0.03,nan,-0.0227
chr5,33140001,33160000,33149812,16983,90,0.1029,0.115,0.0743
chr5,33160001,33180000,33170039,18542,127,0.0176,0.035,0.0136
chr5,33180001,33200000,33190207,18281,91,0.3503,0.5202,0.2507
chr5,33200001,33220000,33210044,19040,70,0.4329,0.4669,0.2564
chr5,33220001,33240000,33229623,17530,58,0.1912,0.2913,0.1733
chr5,33240001,33260000,33250044,19720,44,-0.1354,nan,-0.0644
chr5,33260001,33280000,33270334,17562,53,0.0685,0.0779,0.0475
chr5,33280001,33300000,33289938,17617,43,-0.1212,nan,-0.034
chr5,33300001,33320000,33310018,15943,48,0.1001,0.04,0.033
chr5,33320001,33340000,33329879,16015,56,0.0361,0.1084,0.0358
chr5,33340001,33360000,33350058,19035,61,-0.0819,nan,-0.0723
chr5,33360001,33380000,33369858,15263,61,0.147,0.1368,0.0713
chr5,33380001,33400000,33390512,16124,69,0.2186,0.3687,0.2587
chr5,33400001,33420000,33408712,12651,65,0.2591,0.2868,0.2145
chr5,33420001,33440000,33430386,14115,74,0.0482,0.0686,0.054
chr5,33440001,33460000,33450702,16442,66,-0.0789,nan,-0.0783
chr5,33460001,33480000,33468932,14312,58,-0.3151,nan,-0.3095
chr5,33480001,33500000,33490096,14362,43,-0.2918,nan,-0.2884
chr5,33500001,33520000,33510228,17593,51,0.0791,0.054,0.0426
chr5,33520001,33540000,33529378,15750,60,-0.1829,nan,-0.1098
chr5,33540001,33560000,33548520,14766,55,0.1563,0.2532,0.1138
chr5,33560001,33580000,33574027,10714,39,-0.1612,nan,-0.1259
chr5,33580001,33600000,33590113,16907,54,-0.4494,nan,-0.3758
chr5,33600001,33620000,33610276,18617,87,-0.0254,nan,-0.0107
chr5,33620001,33640000,33626246,11958,37,0.1587,0.2961,0.2191
chr5,33640001,33660000,33651232,14969,28,0.091,0.1359,0.0817
chr5,33660001,33680000,33669782,18146,61,0.1385,0.1564,0.1015
chr5,33680001,33700000,33690111,19113,93,0.1157,0.0993,0.0697
chr5,33700001,33720000,33709781,14062,51,0.2,0.1522,0.0871
chr5,33720001,33740000,33729596,15924,33,-0.4433,nan,-0.1675
chr5,33740001,33760000,33749930,19234,50,0.0266,0.013,0.0091
chr5,33760001,33780000,33770085,12474,31,-0.0685,nan,-0.0282
chr5,33780001,33800000,33790129,17782,47,0.2173,0.1323,0.1167
chr5,33800001,33820000,33810015,19783,43,0.3795,0.3083,0.2212
chr5,33820001,33840000,33829672,16401,41,0.2829,0.2528,0.2011
chr5,33840001,33860000,33849574,16687,34,0.8729,0.4591,0.2496
chr5,33860001,33880000,33869964,19007,29,-0.56,nan,-0.1837
chr5,33880001,33900000,33889952,16627,29,-0.7711,nan,-0.1623
chr5,33900001,33920000,33909616,15746,28,-0.3894,nan,-0.1034
chr5,33920001,33940000,33930871,16533,33,-0.217,nan,-0.0438
chr5,33940001,33960000,33949767,17353,34,-0.8667,nan,-0.2693
chr5,33960001,33980000,33970622,17107,37,-0.3929,nan,-0.0556
chr5,33980001,34000000,33989821,18725,38,-0.51,nan,-0.2131
chr5,34000001,34020000,34010087,18010,29,0.3953,0.1031,0.0901
chr5,34020001,34040000,34029978,19732,30,0.0952,0.0385,0.0367
chr5,34040001,34060000,34051224,16363,26,-0.224,nan,-0.1264
chr5,34060001,34080000,34067271,13543,35,-0.1612,nan,-0.0464
chr5,34080001,34100000,34090606,16873,30,-0.1317,nan,-0.1244
chr5,34100001,34120000,34113411,6006,18,-0.6743,nan,-0.4763
chr5,34120001,34140000,34130310,18203,45,0.0926,0.1387,0.0793
chr5,34140001,34160000,34144010,5511,9,nan,nan,nan
chr5,34160001,34180000,34170855,14851,21,0.2998,0.2664,0.1991
chr5,34180001,34200000,34190155,11090,14,-0.375,nan,-0.3008
chr5,34200001,34220000,34210566,14733,21,0.0567,0.0442,0.0311
chr5,34220001,34240000,34229026,14905,18,-1.0,nan,-0.0902
chr5,34240001,34260000,34248337,15127,26,-0.1335,nan,-0.0934
chr5,34260001,34280000,34263702,7377,10,-0.2727,nan,-0.1166
chr5,34280001,34300000,34290453,18622,33,0.1818,0.1107,0.0825
chr5,34300001,34320000,34309954,19615,37,0.0614,0.0742,0.0492
chr5,34320001,34340000,34328659,11964,19,0.2814,0.1813,0.1643
chr5,34340001,34360000,34347937,11449,15,0.5484,0.2849,0.1596
chr5,34360001,34380000,nan,0,nan,nan,nan,nan
chr5,34380001,34400000,34392480,12855,21,-0.0396,nan,-0.0234
chr5,34400001,34420000,34409766,18469,38,0.2406,0.1397,0.1162
chr5,34420001,34440000,34429734,9988,12,0.0763,0.1563,0.122
chr5,34440001,34460000,34456164,6718,10,0.0645,0.0431,0.0385
chr5,34460001,34480000,34471268,9985,13,-0.2722,nan,-0.1217
chr5,34480001,34500000,34489271,15393,22,-0.074,nan,-0.0565
chr5,34500001,34520000,34500561,1117,0,nan,nan,nan
chr5,34520001,34540000,34535702,8012,13,-0.2909,nan,-0.1522
chr5,34540001,34560000,34541751,3461,2,nan,nan,nan
chr5,34560001,34580000,34574196,7204,13,-0.2609,nan,-0.1264
chr5,34580001,34600000,34596543,4999,21,0.2403,0.2931,0.2019
chr5,34600001,34620000,34611444,14828,40,0.136,0.2738,0.1998
chr5,34620001,34640000,34621552,3086,2,nan,nan,nan
chr5,34640001,34660000,34653734,6006,22,-0.2585,nan,-0.1134
chr5,34660001,34680000,34668695,12553,24,-0.1156,nan,-0.057
chr5,34680001,34700000,34688752,4044,10,0.2692,0.2944,0.2274
chr5,34700001,34720000,34706244,9059,10,0.0909,0.0667,0.0439
chr5,34720001,34740000,nan,0,nan,nan,nan,nan
chr5,34740001,34760000,34752937,12829,73,0.1967,0.3057,0.1922
chr5,34760001,34780000,34760145,288,2,nan,nan,nan
chr6,1,20000,2132,2690,16,-0.5491,nan,-0.3272
chr6,20001,40000,33167,9979,55,-0.3647,nan,-0.245
chr6,40001,60000,49695,13044,54,-0.3172,nan,-0.129
chr6,60001,80000,71901,13174,60,-0.297,nan,-0.1648
chr6,80001,100000,88964,15661,85,-0.4226,nan,-0.2536
chr6,100001,120000,109953,17036,103,0.201,0.181,0.1355
chr6,120001,140000,122693,5023,16,0.0183,0.0235,0.0119
chr6,140001,160000,153897,9572,50,-0.7145,nan,-0.5089
chr6,160001,180000,160028,55,0,nan,nan,nan
chr6,180001,200000,nan,0,nan,nan,nan,nan
chr6,200001,220000,nan,0,nan,nan,nan,nan
chr6,220001,240000,nan,0,nan,nan,nan,nan
chr6,240001,260000,nan,0,nan,nan,nan,nan
chr6,260001,280000,nan,0,nan,nan,nan,nan
chr6,280001,300000,nan,0,nan,nan,nan,nan
chr6,300001,320000,nan,0,nan,nan,nan,nan
chr6,320001,340000,nan,0,nan,nan,nan,nan
chr6,340001,360000,nan,0,nan,nan,nan,nan
chr6,360001,380000,nan,0,nan,nan,nan,nan
chr6,380001,400000,nan,0,nan,nan,nan,nan
chr6,400001,420000,nan,0,nan,nan,nan,nan
chr6,420001,440000,nan,0,nan,nan,nan,nan
chr6,440001,460000,nan,0,nan,nan,nan,nan
chr6,460001,480000,nan,0,nan,nan,nan,nan
chr6,480001,500000,nan,0,nan,nan,nan,nan
chr6,500001,520000,nan,0,nan,nan,nan,nan
chr6,520001,540000,nan,0,nan,nan,nan,nan
chr6,540001,560000,nan,0,nan,nan,nan,nan
chr6,560001,580000,nan,0,nan,nan,nan,nan
chr6,580001,600000,nan,0,nan,nan,nan,nan
chr6,600001,620000,nan,0,nan,nan,nan,nan
chr6,620001,640000,nan,0,nan,nan,nan,nan
chr6,640001,660000,nan,0,nan,nan,nan,nan
chr6,660001,680000,667818,12041,55,-0.7228,nan,-0.5084
chr6,680001,700000,nan,0,nan,nan,nan,nan
chr6,700001,720000,708486,5940,18,-0.8572,nan,-0.6505
chr6,720001,740000,739346,1230,8,nan,nan,nan
chr6,740001,760000,748677,12852,44,-0.1717,nan,-0.0835
chr6,760001,780000,771343,14776,98,0.4787,0.3267,0.2518
chr6,780001,800000,791131,8982,40,0.5581,0.2914,0.2849
chr6,800001,820000,809438,13292,58,-0.2177,nan,-0.1157
chr6,820001,840000,830299,17156,67,0.2081,0.1384,0.1113
chr6,840001,860000,850527,16210,58,0.3102,0.2326,0.1804
chr6,860001,880000,873057,8560,26,0.1921,0.1739,0.1374
chr6,880001,900000,890111,15593,54,0.07,0.0641,0.0425
chr6,900001,920000,901891,2317,5,nan,nan,nan
chr6,920001,940000,934340,9026,29,0.0583,0.0336,0.0238
chr6,940001,960000,950687,12034,32,0.0446,0.0324,0.0261
chr6,960001,980000,971152,13334,32,0.0709,0.067,0.0537
chr6,980001,1000000,989113,12962,76,-0.3959,nan,-0.1362
chr6,1000001,1020000,1019617,766,5,nan,nan,nan
chr6,1020001,1040000,1025846,6600,63,0.115,0.0626,0.0405
chr6,1040001,1060000,1050105,13134,37,-0.4045,nan,-0.2813
chr6,1060001,1080000,1072386,12662,31,-0.0599,nan,-0.0616
chr6,1080001,1100000,1086219,9622,23,-0.5806,nan,-0.4972
chr6,1100001,1120000,1119933,103,0,nan,nan,nan
chr6,1120001,1140000,1127907,8795,33,-0.5892,nan,-0.3781
chr6,1140001,1160000,1149451,16820,111,-0.206,nan,-0.1969
chr6,1160001,1180000,1169045,10419,61,0.161,0.1498,0.113
chr6,1180001,1200000,1188922,12857,79,0.3635,0.4059,0.3051
chr6,1200001,1220000,1209376,16992,90,0.2031,0.2561,0.1875
chr6,1220001,1240000,1229976,15004,75,0.2212,0.3358,0.1909
chr6,1240001,1260000,1247238,12706,63,-0.3596,nan,-0.3878
chr6,1260001,1280000,1266568,10527,63,0.1641,0.2027,0.1196
chr6,1280001,1300000,1290262,17108,123,0.263,0.2335,0.1818
chr6,1300001,1320000,1309223,16072,56,0.2054,0.3446,0.115
chr6,1320001,1340000,1322666,4633,17,0.9337,0.4155,0.3614
chr6,1340001,1360000,1343054,223,3,nan,nan,nan
chr6,1360001,1380000,nan,0,nan,nan,nan,nan
chr6,1380001,1400000,nan,0,nan,nan,nan,nan
chr6,1400001,1420000,1415754,4655,27,-0.7264,nan,-0.5139
chr6,1420001,1440000,nan,0,nan,nan,nan,nan
chr6,1440001,1460000,1458047,1682,5,nan,nan,nan
chr6,1460001,1480000,1466054,7720,58,-0.9296,nan,-0.6532
chr6,1480001,1500000,1484036,4133,21,-0.9868,nan,-0.571
chr6,1500001,1520000,1512146,13995,64,-0.7598,nan,-0.6104
chr6,1520001,1540000,1529200,16638,52,-0.6644,nan,-0.386
chr6,1540001,1560000,1546653,11027,26,-0.5949,nan,-0.3041
chr6,1560001,1580000,1568708,16610,48,-0.048,nan,-0.0317
chr6,1580001,1600000,1590172,17626,67,0.0171,0.0268,0.0133
chr6,1600001,1620000,1609282,17579,58,-0.437,nan,-0.1682
chr6,1620001,1640000,1630732,16217,57,-0.5047,nan,-0.1978
chr6,1640001,1660000,1650195,18272,44,-0.5646,nan,-0.2115
chr6,1660001,1680000,1660023,45,0,nan,nan,nan
chr6,1680001,1700000,1689469,16831,54,-0.3285,nan,-0.0843
chr6,1700001,1720000,nan,0,nan,nan,nan,nan
chr6,1720001,1740000,1728576,12526,39,-0.5251,nan,-0.3203
chr6,1740001,1760000,1758984,2017,2,nan,nan,nan
chr6,1760001,1780000,1770423,16522,62,-0.5904,nan,-0.1351
chr6,1780001,1800000,1788466,10258,27,-0.0667,nan,-0.0271
chr6,1800001,1820000,1808845,15255,64,-0.7463,nan,-0.2799
chr6,1820001,1840000,1836932,5996,20,-0.8716,nan,-0.6227
chr6,1840001,1860000,1851529,10436,70,-0.9632,nan,-0.5666
chr6,1860001,1880000,1867359,10165,45,-0.8792,nan,-0.5907
chr6,1880001,1900000,nan,0,nan,nan,nan,nan
chr6,1900001,1920000,1912098,11457,27,-0.9082,nan,-0.4783
chr6,1920001,1940000,1927745,5302,11,-0.2629,nan,-0.1411
chr6,1940001,1960000,1953788,7351,22,0.4498,0.4247,0.3857
chr6,1960001,1980000,1968956,14542,17,0.6857,0.1749,0.1656
chr6,1980001,2000000,1999631,601,1,nan,nan,nan
chr6,2000001,2020000,2008067,6662,15,0.7091,0.2131,0.2131
chr6,2020001,2040000,2037484,4968,5,nan,nan,nan
chr6,2040001,2060000,2049799,14318,61,0.6921,0.226,0.1757
chr6,2060001,2080000,2066489,6244,13,-0.3351,nan,-0.0955
chr6,2080001,2100000,2090280,12619,30,0.1102,0.1228,0.0868
chr6,2100001,2120000,nan,0,nan,nan,nan,nan
chr6,2120001,2140000,2133767,9189,17,-0.5714,nan,-0.2328
chr6,2140001,2160000,2149116,16402,53,-0.0142,nan,-0.0078
chr6,2160001,2180000,2170066,19228,32,-0.1074,nan,-0.0385
chr6,2180001,2200000,2190079,19615,59,0.181,0.2009,0.1783
chr6,2200001,2220000,2210439,14375,35,-0.163,nan,-0.1209
chr6,2220001,2240000,2228329,9481,39,0.3787,0.2995,0.2704
chr6,2240001,2260000,2250250,19036,56,0.3456,0.3906,0.306
chr6,2260001,2280000,2268343,12396,45,-0.1718,nan,-0.2765
chr6,2280001,2300000,2290549,17905,63,0.3393,0.3592,0.2772
chr6,2300001,2320000,2308386,15111,75,0.7454,0.7654,0.6498
chr6,2320001,2340000,2329938,19307,102,-0.2714,nan,-0.3038
chr6,2340001,2360000,2349975,19594,98,-0.3792,nan,-0.2202
chr6,2360001,2380000,2369993,19661,72,-0.0545,nan,-0.0355
chr6,2380001,2400000,2389545,13817,47,-0.2576,nan,-0.2068
chr6,2400001,2420000,2409672,16740,55,0.5611,0.4159,0.3414
chr6,2420001,2440000,2428232,15270,61,0.6705,0.4431,0.2527
chr6,2440001,2460000,2450114,16477,78,-0.6667,nan,-0.3679
chr6,2460001,2480000,2470431,18436,62,0.8065,0.3911,0.3586
chr6,2480001,2500000,2490586,16930,67,-0.3479,nan,-0.2885
chr6,2500001,2520000,2508977,17432,81,-0.1616,nan,-0.1321
chr6,2520001,2540000,2526680,13245,55,-0.1945,nan,-0.1197
chr6,2540001,2560000,2550536,18542,82,0.0284,0.0566,0.0247
chr6,2560001,2580000,2570125,18149,89,-0.0134,nan,-0.0113
chr6,2580001,2600000,2590055,18858,88,-0.419,nan,-0.3322
chr6,2600001,2620000,2610520,16596,116,-0.2263,nan,-0.1918
chr6,2620001,2640000,2630020,19684,110,-0.0114,nan,-0.0092
chr6,2640001,2660000,2650006,19507,118,-0.2415,nan,-0.1263
chr6,2660001,2680000,2669111,16406,140,-0.2778,nan,-0.1775
chr6,2680001,2700000,2690240,18688,107,-0.2798,nan,-0.1738
chr6,2700001,2720000,2709880,18909,50,0.0447,0.0454,0.0277
chr6,2720001,2740000,2730301,10467,39,-0.6064,nan,-0.298
chr6,2740001,2760000,2750070,17468,56,-0.2682,nan,-0.2
chr6,2760001,2780000,2769632,18544,76,0.3443,0.3363,0.2523
chr6,2780001,2800000,2794283,10497,43,0.3781,0.2417,0.161
chr6,2800001,2820000,2809867,18959,88,-0.1056,nan,-0.0899
chr6,2820001,2840000,2829914,18694,78,0.7082,0.6975,0.5965
chr6,2840001,2860000,2849786,17960,97,-0.3891,nan,-0.2948
chr6,2860001,2880000,2869803,18172,51,-0.3891,nan,-0.2409
chr6,2880001,2900000,2890008,17277,48,0.1105,0.1107,0.0821
chr6,2900001,2920000,2909979,19401,66,0.4273,0.1793,0.1491
chr6,2920001,2940000,2929811,18446,109,0.0494,0.0363,0.0293
chr6,2940001,2960000,2947243,11572,45,0.209,0.2048,0.1581
chr6,2960001,2980000,2970028,19504,119,-0.1828,nan,-0.105
chr6,2980001,3000000,2991404,15419,46,-0.0382,nan,-0.0123
chr6,3000001,3020000,3009926,18528,90,-0.0413,nan,-0.0236
chr6,3020001,3040000,3029998,19642,84,0.5322,0.3816,0.3005
chr6,3040001,3060000,3049939,19552,93,0.106,0.1,0.0694
chr6,3060001,3080000,3070312,15915,74,-0.1953,nan,-0.1156
chr6,3080001,3100000,3090289,17462,50,-0.3189,nan,-0.1475
chr6,3100001,3120000,3110113,17471,89,0.0634,0.0763,0.0427
chr6,3120001,3140000,3130259,18921,110,-0.2273,nan,-0.1615
chr6,3140001,3160000,3150444,18127,84,-0.2973,nan,-0.1879
chr6,3160001,3180000,3169500,18543,145,0.0638,0.0798,0.0483
chr6,3180001,3200000,3189987,18989,147,0.3005,0.3685,0.2506
chr6,3200001,3220000,3211387,15789,81,-0.0402,nan,-0.0302
chr6,3220001,3240000,3229885,18222,108,0.0853,0.1442,0.0927
chr6,3240001,3260000,3249831,18881,60,0.0371,0.0968,0.0515
chr6,3260001,3280000,3270088,19586,78,-0.052,nan,-0.0511
chr6,3280001,3300000,3289078,16008,78,0.2465,0.2216,0.1482
chr6,3300001,3320000,3309935,18767,92,0.207,0.2362,0.1445
chr6,3320001,3340000,3329969,19289,89,0.0552,0.0976,0.0482
chr6,3340001,3360000,3349117,16709,133,-0.1667,nan,-0.163
chr6,3360001,3380000,3370373,18928,122,0.1087,0.1681,0.0949
chr6,3380001,3400000,3387894,15525,86,-0.0099,nan,-0.0106
chr6,3400001,3420000,3412497,14222,57,0.1132,0.2409,0.1203
chr6,3420001,3440000,3430155,18486,60,-0.0486,nan,-0.034
chr6,3440001,3460000,3449184,15884,56,0.0291,0.0286,0.0119
chr6,3460001,3480000,3471240,17258,47,0.4896,0.4549,0.377
chr6,3480001,3500000,3489931,19435,88,0.046,0.0654,0.0378
chr6,3500001,3520000,3510024,19403,97,0.103,0.1481,0.0598
chr6,3520001,3540000,3530016,19674,104,-0.2046,nan,-0.1499
chr6,3540001,3560000,3549816,19070,93,0.049,0.0595,0.027
chr6,3560001,3580000,3569979,19624,120,0.1262,0.2561,0.1388
chr6,3580001,3600000,3590787,17934,88,0.1797,0.2292,0.162
chr6,3600001,3620000,3610287,18980,59,0.277,0.3393,0.2294
chr6,3620001,3640000,3630002,19752,93,0.018,0.0307,0.0155
chr6,3640001,3660000,3650098,19548,85,0.1257,0.112,0.071
chr6,3660001,3680000,3669537,17951,58,0.3815,0.4417,0.2802
chr6,3680001,3700000,3689986,19822,61,0.1654,0.2097,0.1038
chr6,3700001,3720000,3709790,19025,79,-0.1809,nan,-0.1385
chr6,3720001,3740000,3729974,18860,112,-0.1669,nan,-0.1772
chr6,3740001,3760000,3749403,17773,116,0.2624,0.2737,0.1963
chr6,3760001,3780000,3770072,18479,110,0.0411,0.0823,0.0491
chr6,3780001,3800000,3790747,17385,79,-0.0618,nan,-0.0419
chr6,3800001,3820000,3810065,19660,75,0.0653,0.1007,0.0499
chr6,3820001,3840000,3829826,18235,55,0.2782,0.1727,0.1353
chr6,3840001,3860000,3849930,19359,80,0.2107,0.2784,0.1551
chr6,3860001,3880000,3869875,14601,80,-0.1392,nan,-0.1041
chr6,3880001,3900000,3890069,19367,80,-0.1808,nan,-0.1379
chr6,3900001,3920000,3909404,17949,112,-0.1549,nan,-0.0838
chr6,3920001,3940000,3930118,18674,97,0.353,0.3198,0.2393
chr6,3940001,3960000,3949915,19605,107,0.0752,0.063,0.0303
chr6,3960001,3980000,3969809,18982,106,-0.2588,nan,-0.1883
chr6,3980001,4000000,3993083,12000,56,0.121,0.0839,0.0641
chr6,4000001,4020000,4009938,19287,53,-0.2557,nan,-0.2313
chr6,4020001,4040000,4029976,19761,52,-0.3885,nan,-0.2741
chr6,4040001,4060000,4048280,15282,50,-0.313,nan,-0.257
chr6,4060001,4080000,4070474,2166,5,nan,nan,nan
chr6,4080001,4100000,4090703,6014,25,-0.347,nan,-0.1422
chr6,4100001,4120000,4108991,16614,116,-0.1487,nan,-0.0913
chr6,4120001,4140000,4130048,18286,112,0.3172,0.3295,0.2413
chr6,4140001,4160000,4151698,13288,100,0.2289,0.3173,0.2209
chr6,4160001,4180000,4170046,19564,233,0.1251,0.2107,0.1188
chr6,4180001,4200000,4188999,16968,154,0.0421,0.0839,0.0413
chr6,4200001,4220000,4210110,18326,206,-0.0861,nan,-0.0658
chr6,4220001,4240000,4230811,17269,125,-0.0982,nan,-0.086
chr6,4240001,4260000,4249529,18188,87,0.013,0.0149,0.0099
chr6,4260001,4280000,4267893,15166,59,0.0537,0.1272,0.0534
chr6,4280001,4300000,4294742,10264,64,0.3699,0.5568,0.3772
chr6,4300001,4320000,4310018,19603,97,0.0577,0.0949,0.0503
chr6,4320001,4340000,4326142,11713,47,0.031,0.0623,0.0364
chr6,4340001,4360000,4350561,18437,140,-0.0089,nan,-0.0086
chr6,4360001,4380000,4369978,19525,159,0.0497,0.0603,0.0408
chr6,4380001,4400000,4389987,19528,131,-0.1646,nan,-0.1355
chr6,4400001,4420000,4410036,19580,97,0.0079,0.0139,0.0087
chr6,4420001,4440000,4429990,19586,155,0.0031,0.0036,0.0022
chr6,4440001,4460000,4451525,15925,120,0.3059,0.3276,0.2562
chr6,4460001,4480000,4467783,11393,125,-0.2366,nan,-0.1587
chr6,4480001,4500000,4489958,19486,157,-0.2572,nan,-0.1913
chr6,4500001,4520000,4509366,18411,141,0.0634,0.1091,0.0741
chr6,4520001,4540000,4530056,17660,167,-0.0176,nan,-0.0202
chr6,4540001,4560000,4550008,19351,180,-0.078,nan,-0.0789
chr6,4560001,4580000,4570013,19680,115,0.1232,0.1546,0.1146
chr6,4580001,4600000,4590218,18645,96,0.1267,0.1914,0.1103
chr6,4600001,4620000,4609480,12081,64,0.3871,0.5123,0.4273
chr6,4620001,4640000,4630081,18127,96,0.3823,0.3721,0.2721
chr6,4640001,4660000,4649852,18708,102,0.269,0.2461,0.202
chr6,4660001,4680000,4673769,11145,73,-0.1167,nan,-0.0957
chr6,4680001,4700000,4688974,16971,97,-0.014,nan,-0.0137
chr6,4700001,4720000,4712124,8814,36,0.5132,0.3123,0.2947
chr6,4720001,4740000,4729886,18835,125,-0.4106,nan,-0.2573
chr6,4740001,4760000,4750088,19409,115,-0.1135,nan,-0.1184
chr6,4760001,4780000,4769981,19557,80,-0.2863,nan,-0.2471
chr6,4780001,4800000,4789991,19289,67,-0.0992,nan,-0.0686
chr6,4800001,4820000,4803646,6560,11,0.8256,0.3797,0.3463
chr6,4820001,4840000,4831971,4879,11,-0.7917,nan,-0.3393
chr6,4840001,4860000,4849798,12419,75,-0.2633,nan,-0.2004
chr6,4860001,4880000,4869497,18013,113,0.4004,0.4172,0.2992
chr6,4880001,4900000,4889901,19437,104,0.3433,0.4857,0.1934
chr6,4900001,4920000,4909209,18226,79,-0.0434,nan,-0.0137
chr6,4920001,4940000,4930740,16301,60,-0.4788,nan,-0.2181
chr6,4940001,4960000,4950128,19278,50,0.3885,0.1964,0.1758
chr6,4960001,4980000,4969978,19467,63,0.1516,0.2043,0.1252
chr6,4980001,5000000,4989931,19199,60,-0.0891,nan,-0.0689
chr6,5000001,5020000,5010079,19239,77,-0.1001,nan,-0.0987
chr6,5020001,5040000,5029541,17139,111,-0.0162,nan,-0.0117
chr6,5040001,5060000,5050054,17359,101,-0.1527,nan,-0.1331
chr6,5060001,5080000,5070451,18203,105,-0.0168,nan,-0.0107
chr6,5080001,5100000,5090009,19853,89,-0.1798,nan,-0.1106
chr6,5100001,5120000,5110042,19664,151,0.0465,0.0759,0.0277
chr6,5120001,5140000,5129895,19578,90,0.3096,0.2809,0.2062
chr6,5140001,5160000,5149995,19792,86,-0.3294,nan,-0.1973
chr6,5160001,5180000,5169460,16024,79,0.3343,0.4183,0.24
chr6,5180001,5200000,5190151,18898,118,0.3511,0.4666,0.3097
chr6,5200001,5220000,5210159,17820,103,-0.247,nan,-0.1371
chr6,5220001,5240000,5230094,18163,86,0.1662,0.3161,0.1927
chr6,5240001,5260000,5250122,16861,97,-0.1014,nan,-0.1265
chr6,5260001,5280000,5271197,16566,45,-0.0513,nan,-0.0499
chr6,5280001,5300000,5290782,11036,22,0.9182,0.9058,0.7624
chr6,5300001,5320000,5309911,19418,84,0.1184,0.2306,0.081
chr6,5320001,5340000,5327566,9281,37,-0.2287,nan,-0.1174
chr6,5340001,5360000,5358388,3028,32,0.7128,0.6697,0.4708
chr6,5360001,5380000,5369726,17782,79,0.9044,0.6673,0.6013
chr6,5380001,5400000,5394684,10558,37,0.3308,0.4523,0.2435
chr6,5400001,5420000,5410015,19766,86,-0.1328,nan,-0.1471
chr6,5420001,5440000,5431016,17700,102,-0.094,nan,-0.0822
chr6,5440001,5460000,5449953,19467,83,0.1106,0.102,0.0654
chr6,5460001,5480000,5470033,19607,58,-0.191,nan,-0.0887
chr6,5480001,5500000,5490745,17974,77,-0.094,nan,-0.0369
chr6,5500001,5520000,5509382,18203,110,0.2731,0.3208,0.1631
chr6,5520001,5540000,5530477,16767,57,0.2132,0.1478,0.1117
chr6,5540001,5560000,5550001,19794,104,-0.3717,nan,-0.1361
chr6,5560001,5580000,5570082,14536,48,0.2881,0.3198,0.2471
chr6,5580001,5600000,5589699,18682,64,-0.1609,nan,-0.0775
chr6,5600001,5620000,5609899,19348,81,0.3056,0.4707,0.2083
chr6,5620001,5640000,5629787,19072,61,-0.3154,nan,-0.2583
chr6,5640001,5660000,5645968,7819,20,0.299,0.6446,0.1797
chr6,5660001,5680000,5667403,5184,28,-0.3482,nan,-0.2452
chr6,5680001,5700000,5689749,17726,18,-0.3965,nan,-0.1164
chr6,5700001,5720000,5710966,16539,27,-0.2124,nan,-0.1046
chr6,5720001,5740000,5729982,19594,34,-0.4628,nan,-0.2137
chr6,5740001,5760000,5744402,7296,20,-0.907,nan,-0.5614
chr6,5760001,5780000,nan,0,nan,nan,nan,nan
chr6,5780001,5800000,nan,0,nan,nan,nan,nan
chr6,5800001,5820000,nan,0,nan,nan,nan,nan
chr6,5820001,5840000,nan,0,nan,nan,nan,nan
chr6,5840001,5860000,nan,0,nan,nan,nan,nan
chr6,5860001,5880000,nan,0,nan,nan,nan,nan
chr6,5880001,5900000,nan,0,nan,nan,nan,nan
chr6,5900001,5920000,nan,0,nan,nan,nan,nan
chr6,5920001,5940000,nan,0,nan,nan,nan,nan
chr6,5940001,5960000,nan,0,nan,nan,nan,nan
chr6,5960001,5980000,nan,0,nan,nan,nan,nan
chr6,5980001,6000000,nan,0,nan,nan,nan,nan
chr6,6000001,6020000,nan,0,nan,nan,nan,nan
chr6,6020001,6040000,nan,0,nan,nan,nan,nan
chr6,6040001,6060000,nan,0,nan,nan,nan,nan
chr6,6060001,6080000,nan,0,nan,nan,nan,nan
chr6,6080001,6100000,nan,0,nan,nan,nan,nan
chr6,6100001,6120000,nan,0,nan,nan,nan,nan
chr6,6120001,6140000,nan,0,nan,nan,nan,nan
chr6,6140001,6160000,nan,0,nan,nan,nan,nan
chr6,6160001,6180000,nan,0,nan,nan,nan,nan
chr6,6180001,6200000,nan,0,nan,nan,nan,nan
chr6,6200001,6220000,nan,0,nan,nan,nan,nan
chr6,6220001,6240000,nan,0,nan,nan,nan,nan
chr6,6240001,6260000,6255365,8355,24,0.0476,0.0938,0.0464
chr6,6260001,6280000,6269889,19468,101,-0.0631,nan,-0.0654
chr6,6280001,6300000,6289938,19248,154,-0.1063,nan,-0.0979
chr6,6300001,6320000,6310003,19691,160,-0.0145,nan,-0.0108
chr6,6320001,6340000,6330196,18334,130,-0.0659,nan,-0.0497
chr6,6340001,6360000,6350020,18960,106,0.2302,0.2747,0.1686
chr6,6360001,6380000,6369985,19791,135,0.0788,0.0894,0.0472
chr6,6380001,6400000,6389816,19191,124,-0.0692,nan,-0.0517
chr6,6400001,6420000,6409872,19528,139,-0.0064,nan,-0.0055
chr6,6420001,6440000,6430726,17636,83,0.0781,0.1526,0.0662
chr6,6440001,6460000,6449961,19543,114,0.2747,0.2174,0.1833
